,OD,delta_OD,mean_Temperature (C),mean_pH,mean_Dissolved Oxygen,mean_Light Intensity (μmol photons m² s⁻¹),std_Temperature (C),std_pH,std_Dissolved Oxygen,std_Light Intensity (μmol photons m² s⁻¹),min_Temperature (C),min_pH,min_Dissolved Oxygen,min_Light Intensity (μmol photons m² s⁻¹),max_Temperature (C),max_pH,max_Dissolved Oxygen,max_Light Intensity (μmol photons m² s⁻¹),median_Temperature (C),median_pH,median_Dissolved Oxygen,median_Light Intensity (μmol photons m² s⁻¹),slope_Temperature (C),slope_pH,slope_Dissolved Oxygen,slope_Light Intensity (μmol photons m² s⁻¹),first_last_diff_Temperature (C),first_last_diff_pH,first_last_diff_Dissolved Oxygen,first_last_diff_Light Intensity (μmol photons m² s⁻¹)
252103,0.044221457472468834,0.0016800035040498845,29.12320734628693,7.120900452488687,2.299808357732233,120.0,0.021007957042909524,0.001976079612900238,0.07837925265287775,0.0,29.05,7.115,2.02,120.0,29.15,7.127,2.49,120.0,29.13,7.121,2.31,120.0,-1.811503407279524e-05,8.200647748300176e-07,3.5593772270488575e-05,0.0,-0.09999999999999787,0.0009999999999994458,-0.010000000000000231,0.0
255856,0.04617786995060075,0.0019564124781319137,29.056029842792437,7.1223589128697045,2.300852651212363,120.0,0.007094486011801533,0.0016825284592323216,0.07156838677916963,0.0,29.03,7.117,2.07,120.0,29.08,7.129,2.48,120.0,29.06,7.122,2.3,120.0,4.823873764185842e-06,2.885798205251494e-07,2.9098601631648592e-05,0.0,0.0,0.004000000000000448,-0.10999999999999988,0.0
259611,0.0493008165898014,0.003122946639200652,29.090490013315577,7.122973368841545,2.3122743009320907,120.0,0.030857477278107604,0.0018661480362986624,0.09358425141242553,0.0,29.03,7.117,2.04,120.0,29.14,7.129,2.57,120.0,29.09,7.123,2.33,120.0,2.810507610978353e-05,-1.7362057877087626e-07,6.292305577195824e-05,0.0,0.07000000000000028,0.0009999999999994458,0.1499999999999999,0.0
263370,0.05096412289858269,0.0016633063087812885,29.196123969140732,7.12089225857941,2.368587390263368,120.0,0.046186176653682076,0.0018279775861657576,0.0648082262120491,0.0,29.1,7.115,2.15,120.0,29.25,7.127,2.52,120.0,29.21,7.121,2.38,120.0,4.123496653223766e-05,3.083962163200853e-07,1.5972506969311965e-05,0.0,0.09999999999999787,-0.0030000000000001137,0.040000000000000036,0.0
267129,0.05230225196811167,0.0013381290695289802,29.21395583931897,7.121646182495343,2.2561319499866985,120.0,0.008843092476436701,0.00199089349880358,0.06043253389487694,0.0,29.17,7.116,2.08,120.0,29.23,7.127,2.48,120.0,29.22,7.122,2.25,120.0,-5.623528657759677e-06,8.796103126233351e-07,-2.622431719566989e-05,0.0,-0.04999999999999716,0.0030000000000001137,-0.25,0.0
270885,0.05361560716716019,0.0013133551990485229,29.143993610223642,7.12312326943557,2.175950479233227,120.0,0.01673237170143829,0.0017857198193791963,0.05909595615937509,0.0,29.08,7.117,1.97,120.0,29.17,7.129,2.32,120.0,29.15,7.123,2.18,120.0,-1.4383530938196243e-05,7.214775627386787e-07,1.0903368204459539e-06,0.0,-0.09000000000000341,0.0039999999999995595,-0.1200000000000001,0.0
274643,0.05634155637439314,0.0027259492072329514,29.07969930814263,7.126317189994678,2.0887886048988284,120.0,0.02930096877035531,0.0018968551594588613,0.053001992657286556,0.0,29.04,7.12,1.93,120.0,29.15,7.132,2.24,120.0,29.07,7.126,2.09,120.0,2.155150261554354e-05,-2.6044629710322546e-07,1.1251956080013444e-05,0.0,0.05000000000000071,0.0,-0.09999999999999987,0.0
278403,0.05784231547558651,0.0015007591011933705,29.172678191489364,7.126870744680851,1.8413962765957446,41.90425531914894,0.0212656878336337,0.002528537937385188,0.1304621387948162,57.21376244784455,29.11,7.119,1.58,0.0,29.21,7.134,2.13,120.0,29.18,7.127,1.8,0.0,-1.1571113734195214e-07,1.3112347932719928e-06,-9.187870306961584e-05,-0.04351787574366373,0.0,0.0039999999999995595,-0.31000000000000005,-120.0
282166,0.05852885483283995,0.0006865393572534351,29.05726016476216,7.12693595535477,1.651110815838427,0.0,0.03176975706184561,0.001386458129840122,0.05817752440623533,0.0,28.98,7.122,1.4,0.0,29.12,7.131,1.77,0.0,29.05,7.127,1.66,0.0,-2.8945349928400585e-05,1.546599702282751e-07,-6.640320375160903e-06,0.0,-0.129999999999999,-0.0019999999999997797,-0.08999999999999986,0.0
285927,0.05820736087146204,-0.0003214939613779069,28.97025791013029,7.1298521669768675,1.5159425684658336,0.0,0.008515471326231839,0.0015109357428163403,0.055284283660825294,0.0,28.94,7.125,1.3,0.0,28.99,7.135,1.69,0.0,28.97,7.13,1.52,0.0,-6.645657022319939e-06,2.466577864522257e-07,-7.775278640390106e-06,0.0,-0.04999999999999716,-0.0019999999999997797,-0.19000000000000017,0.0
289690,0.05825118694566071,4.3826074198671794e-05,28.955344140313578,7.1306287536539985,1.3619027371777837,0.0,0.011952294620793573,0.0016037874542682812,0.0772052650473953,0.0,28.92,7.126,1.06,0.0,28.98,7.138,1.56,0.0,28.96,7.131,1.37,0.0,1.0066220084811427e-05,5.51863354323054e-07,2.710911593201296e-05,0.0,0.00999999999999801,0.004000000000000448,0.06000000000000005,0.0
293452,0.05898227337832824,0.0007310864326675257,28.974837852206278,7.131467570441254,1.4210419989367358,0.0,0.014400647436679,0.0016249307017996365,0.05858999845720342,0.0,28.93,7.126,1.26,0.0,29.0,7.138,1.59,0.0,28.98,7.131,1.42,0.0,1.2168080154205682e-05,4.446798759984665e-07,-1.5777669632296304e-05,0.0,0.030000000000001137,-0.001000000000000334,-0.040000000000000036,0.0
297214,0.059187198314609224,0.00020492493628098546,29.003325358851676,7.131754385964912,1.264821903242956,0.0,0.014525187036067914,0.0014827782649577137,0.07475446056177978,0.0,28.96,7.127,1.02,0.0,29.04,7.136,1.43,0.0,29.01,7.132,1.26,0.0,1.2648006967513566e-05,4.430549632378346e-07,-3.9088970788270995e-05,0.0,0.030000000000001137,0.0019999999999997797,-0.18999999999999995,0.0
300977,0.058938373469410325,-0.00024882484519889864,29.036832314642574,7.132606696784481,1.0583444060589955,0.0,0.01441063674856353,0.001446724585328026,0.07372085814411276,0.0,29.0,7.127,0.87,0.0,29.06,7.138,1.27,0.0,29.04,7.133,1.06,0.0,1.2603835743371934e-05,-5.1156061246751306e-08,-4.7479361646240987e-05,0.0,0.029999999999997584,-0.0019999999999997797,-0.21999999999999997,0.0
304742,0.059729251576308595,0.0007908781068982698,29.066448871181937,7.13271288180611,0.9323240371845949,0.0,0.011794618269034643,0.0015549298749957044,0.057758255857689435,0.0,29.03,7.128,0.76,0.0,29.09,7.138,1.08,0.0,29.07,7.133,0.93,0.0,9.925844397878966e-06,1.0562551524021405e-07,-1.3551219347300293e-05,0.0,0.030000000000001137,0.0039999999999995595,-0.06000000000000005,0.0
308507,0.05993452936623552,0.0002052777899269262,29.092103585657366,7.133089508632137,0.860316069057105,0.0,0.012946998158494686,0.001572447714493772,0.045931508514830424,0.0,29.06,7.127,0.72,0.0,29.12,7.139,0.99,0.0,29.09,7.133,0.86,0.0,1.118647612065124e-05,-1.641656780142749e-07,6.920861704918319e-06,0.0,0.019999999999999574,0.001000000000000334,-0.08999999999999997,0.0
312271,0.059817215891210154,-0.0001173134750253671,29.115754516471842,7.132585281615302,0.8571838469713071,0.0,0.010646859320892287,0.001512778820986285,0.044963589302685375,0.0,29.08,7.128,0.7,0.0,29.14,7.138,0.98,0.0,29.12,7.133,0.86,0.0,8.770058902307857e-06,-2.608660676306605e-07,-1.4597450117428825e-06,0.0,0.019999999999999574,-0.004000000000000448,0.0,0.0
316041,0.05942151670540392,-0.00039569918580623087,29.131180371352784,7.133040053050398,0.7991246684350132,0.0,0.007788790366128774,0.0015600606819050032,0.043839087458994196,0.0,29.1,7.128,0.64,0.0,29.15,7.137,0.91,0.0,29.13,7.133,0.8,0.0,5.844287682409487e-06,3.3264201955251484e-07,1.7918932568214326e-05,0.0,0.019999999999999574,0.001000000000000334,0.0,0.0
319808,0.060169251426754305,0.0007477347213503821,29.14298646137509,7.130395009291214,0.7463100610565435,0.0,0.00952819988652459,0.0013867426860800695,0.03778769918138334,0.0,29.12,7.125,0.63,0.0,29.16,7.135,0.85,0.0,29.14,7.13,0.75,0.0,7.858189777988034e-06,1.5591052024434648e-07,-8.601678275279314e-06,0.0,0.010000000000001563,0.0,-0.07999999999999996,0.0
323577,0.059187198314609224,-0.0009820531121450815,29.239403024674978,7.130596444680287,0.7086707349429556,83.25815866277527,0.08772326203522976,0.00187714437594769,0.04888632439509081,55.316090855579795,29.13,7.125,0.59,0.0,29.42,7.137,0.87,120.0,29.22,7.13,0.71,120.0,7.846089009398519e-05,-1.1128491212618655e-06,2.835311221199613e-05,0.04058182901250345,0.25,-0.0039999999999995595,-0.010000000000000009,120.0
327344,0.05978789247322502,0.000600694158615793,29.546203875763204,7.125089461109636,0.6726758693920892,120.0,0.0737968019825397,0.0021793490532308955,0.041774332530216736,0.0,29.39,7.118,0.52,120.0,29.66,7.131,0.78,120.0,29.56,7.125,0.68,120.0,6.73461031902175e-05,-1.371922737786661e-06,-2.546459327655175e-05,0.0,0.25,-0.0030000000000001137,-0.20999999999999996,0.0
331114,0.06128591692539588,0.0014980244521708638,29.722445623342175,7.12314350132626,0.5295596816976127,120.0,0.03856971701372414,0.001532124025088979,0.055847433342895283,0.0,29.64,7.118,0.39,120.0,29.77,7.128,0.71,120.0,29.73,7.123,0.53,120.0,3.4346525104251815e-05,-2.740970760683815e-07,-2.9059389253116723e-05,0.0,0.11000000000000298,-0.0019999999999997797,0.0,0.0
334883,0.06317313111466669,0.0018872141892708055,29.7611886442027,7.12270947200849,0.4930007959671,120.0,0.008834327858906395,0.0015619608920742528,0.028681948897733806,0.0,29.74,7.118,0.42,120.0,29.78,7.129,0.57,120.0,29.76,7.123,0.49,120.0,7.1510584019806975e-06,-3.6093797788331467e-07,-2.287313331926477e-06,0.0,0.010000000000001563,0.0,-0.13000000000000006,0.0
338651,0.06870486197468273,0.005531730860016043,29.785342356687902,7.121489915074309,0.633521762208068,120.0,0.016086096665726253,0.0020872663588738334,0.39581208460851636,0.0,29.75,7.116,0.36,120.0,29.82,7.128,1.57,120.0,29.79,7.121,0.45,120.0,1.397839560503024e-05,-6.548758990664112e-07,0.00024824882309903924,0.0,0.03999999999999915,-0.004000000000000448,0.97,0.0
342422,0.0707298981989683,0.00202503622428557,29.83820472023336,7.120486077963404,1.4130681516839037,120.0,0.020946730187906715,0.002121509090351799,0.03461421138749294,0.0,29.79,7.114,1.32,120.0,29.88,7.126,1.52,120.0,29.84,7.121,1.41,120.0,1.873893458908956e-05,-1.0621680074630516e-06,2.088544089416294e-06,0.0,0.05999999999999872,-0.0039999999999995595,0.0,0.0
342423,0.0707298981989683,0.0,29.86,7.115,1.4,120.0,,,,,29.86,7.115,1.4,120.0,29.86,7.115,1.4,120.0,29.86,7.115,1.4,120.0,,,,,,,,
346191,0.07211535283401277,0.0013854546350444696,29.89148089171975,7.116287685774947,1.3666825902335455,120.0,0.017663766883839856,0.001451832471696171,0.044925482879145814,0.0,29.85,7.112,1.21,120.0,29.93,7.121,1.47,120.0,29.89,7.116,1.37,120.0,1.573286862897468e-05,2.6008158833139124e-07,1.8579817608899573e-05,0.0,0.05999999999999872,0.0030000000000001137,-0.039999999999999813,0.0
349964,0.07541603100908047,0.003300678175067698,29.945995229260536,7.115882056718791,1.2958176517360191,120.0,0.02335345495775995,0.0014354727385068235,0.044420394035343036,0.0,29.9,7.112,1.18,120.0,29.99,7.121,1.42,120.0,29.95,7.116,1.29,120.0,2.1012452837780923e-05,2.182286869226297e-07,-1.1624843735842968e-05,0.0,0.07000000000000028,-0.001000000000000334,-0.17000000000000015,0.0
353736,0.07768651837563259,0.0022704873665521236,29.9941967126193,7.114522269353128,1.2224443266171792,120.0,0.01588931850807005,0.001832058526503355,0.036078905646757434,0.0,29.96,7.108,1.12,120.0,30.03,7.122,1.34,120.0,29.99,7.114,1.22,120.0,1.4068131046708712e-05,1.0946510523772735e-07,1.0395728185958554e-05,0.0,0.0400000000000027,-0.0039999999999995595,-0.020000000000000018,0.0
357513,0.08036844493703249,0.0026819265613999,30.021035213132112,7.116053746359545,1.2172570823404818,120.0,0.0068048679581080365,0.002215608720985132,0.03317177051933696,0.0,30.0,7.11,1.11,120.0,30.04,7.123,1.31,120.0,30.02,7.116,1.22,120.0,5.044132399704187e-06,5.370220381080517e-07,7.45754826137759e-06,0.0,0.019999999999999574,-0.0030000000000001137,0.030000000000000027,0.0
361288,0.08255687456525924,0.002188429628226754,30.032887417218543,7.115826754966887,1.2106754966887416,120.0,0.007737190078581421,0.00211930197112593,0.04223228434349828,0.0,30.01,7.11,1.12,120.0,30.05,7.124,1.31,120.0,30.03,7.116,1.2,120.0,6.0941191995872095e-06,2.1810664302063802e-07,1.8957930664780333e-05,0.0,0.019999999999999574,0.010000000000000675,0.020000000000000018,0.0
365061,0.0849117036232099,0.002354829057950661,30.037071296050893,7.117650675854757,1.1775430691757223,120.0,0.005011593699712426,0.0019642611972578343,0.03240339362087317,0.0,30.02,7.111,1.09,120.0,30.05,7.123,1.27,120.0,30.04,7.118,1.18,120.0,2.3073503409430306e-06,3.1229584620400416e-07,-3.697023412650915e-06,0.0,0.0,-0.0009999999999994458,-0.10999999999999988,0.0
368831,0.0868422504751247,0.001930546851914794,29.939596816976124,7.1194190981432355,1.0074801061007956,31.575596816976127,0.07779221250417334,0.0024353582355900053,0.07817068257140508,52.84689298226833,29.79,7.112,0.89,0.0,30.04,7.126,1.16,120.0,29.95,7.12,0.99,0.0,-6.974833996961761e-05,1.6429086303722245e-06,-6.530185267655632e-05,-0.03702988726968073,-0.240000000000002,0.0019999999999997797,-0.21000000000000008,-120.0
372602,0.08709197956414243,0.00024972908901772783,29.679432511270218,7.124581808538848,0.8591964996022274,0.0,0.052467460104265104,0.001986126421122357,0.017790897098634587,0.0,29.59,7.119,0.81,0.0,29.8,7.132,0.91,0.0,29.67,7.125,0.86,0.0,-4.7531720041818165e-05,1.0212659547168955e-06,9.574999091417335e-07,0.0,-0.1999999999999993,0.0039999999999995595,-0.010000000000000009,0.0
376373,0.08756060900523639,0.0004686294410939651,29.557480774330415,7.126313179527976,0.8054892601431981,0.0,0.01933556361205938,0.0020252474700578798,0.02592568605885343,0.0,29.52,7.121,0.75,0.0,29.6,7.133,0.9,0.0,29.56,7.126,0.8,0.0,-1.7248257036768045e-05,4.92816007199204e-07,-1.1450914357979936e-05,0.0,-0.08000000000000185,0.001000000000000334,-0.13,0.0
380139,0.08860904413663066,0.0010484351313942708,29.487655337227835,7.126278013807754,0.742732342007435,0.0,0.015277830962437382,0.0021206578662603913,0.026332152548426392,0.0,29.45,7.12,0.67,0.0,29.52,7.133,0.81,0.0,29.49,7.126,0.74,0.0,-1.342016163839882e-05,-8.04174654948038e-07,3.7732138205892926e-06,0.0,-0.07000000000000028,-0.0039999999999995595,0.030000000000000027,0.0
383910,0.08909499877734657,0.00048595464071590766,29.443778838504375,7.12788332007425,0.7286767435693451,0.0,0.008042518828171545,0.0021837755270247535,0.02556780629897526,0.0,29.41,7.121,0.67,0.0,29.46,7.136,0.81,0.0,29.44,7.128,0.73,0.0,-6.1567030452628595e-06,6.645922315946669e-07,-1.5952024346046096e-05,0.0,-0.03999999999999915,0.008000000000000007,-0.09000000000000008,0.0
387678,0.08998994985301624,0.0008949510756696699,29.41003715498939,7.128081210191083,0.6882554434413168,0.0,0.006831328974794235,0.0017562622364399828,0.020004237687898965,0.0,29.39,7.123,0.63,0.0,29.43,7.135,0.74,0.0,29.41,7.128,0.69,0.0,-4.931564795281911e-06,-4.728770629669174e-07,5.4563668618634204e-06,0.0,-0.030000000000001137,-0.0039999999999995595,-0.020000000000000018,0.0
391446,0.08997423305280089,-1.5716800215351268e-05,29.387322186836514,7.128782377919321,0.6397027600849259,0.0,0.0046164508062277124,0.0017528125901152454,0.02235217249893438,0.0,29.38,7.123,0.57,0.0,29.4,7.135,0.69,0.0,29.39,7.129,0.64,0.0,-1.1882989358147222e-06,-2.070962066947811e-07,-1.081395043029678e-05,0.0,-0.010000000000001563,0.0019999999999997797,-0.07999999999999996,0.0
395217,0.090634828871894,0.0006605958190931127,29.36573322726068,7.130071068682047,0.5711270220100767,0.0,0.00660856342259129,0.0018230002374035725,0.03990010788381195,0.0,29.34,7.126,0.45,0.0,29.38,7.137,0.63,0.0,29.37,7.13,0.58,0.0,-3.96116762486841e-06,1.3201833352360405e-08,-1.9936912127117153e-05,0.0,-0.03999999999999915,0.0,-0.12,0.0
398985,0.09121761600551438,0.0005827871336203799,29.36248673036094,7.128856687898089,0.5121735668789809,0.0,0.008831360134535896,0.0014152091554964182,0.026473554366011155,0.0,29.33,7.124,0.41,0.0,29.38,7.134,0.56,0.0,29.36,7.129,0.52,0.0,4.4780627310409515e-06,-3.8158357453499485e-07,1.3383215993545898e-05,0.0,-0.010000000000001563,0.0,0.06000000000000005,0.0
402753,0.09257523135423211,0.0013576153487177278,29.32251326963906,7.128153927813164,0.4703609341825903,0.0,0.013747112412657157,0.0016939062121240185,0.0306417906388914,0.0,29.28,7.122,0.4,0.0,29.35,7.135,0.55,0.0,29.32,7.128,0.47,0.0,-1.1959865995621521e-05,3.4775269491606884e-07,-2.4181147326708377e-05,0.0,-0.05999999999999872,0.0009999999999994458,-0.15000000000000002,0.0
406521,0.09342986163705115,0.0008546302828190411,29.266886942675153,7.128891454352441,0.37942940552016985,0.0,0.00966637303273954,0.0017621062786724786,0.021114885549980807,0.0,29.24,7.123,0.32,0.0,29.29,7.134,0.44,0.0,29.27,7.129,0.38,0.0,-7.890261641982623e-06,-3.1091976269613616e-07,-5.946737924826662e-07,0.0,-0.0400000000000027,-0.001000000000000334,-0.040000000000000036,0.0
410288,0.0940164141100123,0.0005865524729611465,29.24566233076719,7.127830103530661,0.3563578444385453,0.0,0.00498863511196952,0.001463420710237474,0.027330463384464782,0.0,29.23,7.123,0.26,0.0,29.26,7.133,0.42,0.0,29.25,7.128,0.36,0.0,2.0954153562768964e-06,-4.5385546741113986e-08,1.732102677375998e-05,0.0,0.0,-0.002000000000000668,-0.010000000000000009,0.0
414053,0.09441318228786161,0.0003967681778493104,29.35241965471448,7.123005577689242,0.3917290836653387,93.64143426294821,0.09297317289520528,0.002631498225108139,0.0596835519410531,49.68812386906739,29.23,7.116,0.25,0.0,29.52,7.131,0.47,120.0,29.34,7.123,0.42,120.0,8.44238226930005e-05,-2.013472120559975e-06,4.422783991622324e-05,0.03277893857710813,0.28000000000000114,-0.009999999999999787,0.06,120.0
417822,0.0950169650036437,0.0006037827157820974,29.63170602281772,7.115687184929689,0.4018811355797294,120.0,0.060743208127934635,0.00235605732369864,0.01682117407388428,0.0,29.51,7.109,0.36,120.0,29.73,7.123,0.45,120.0,29.64,7.116,0.4,120.0,5.514388902755412e-05,-1.6448816767541384e-06,-4.324525066172468e-06,0.0,0.19000000000000128,-0.0030000000000001137,-0.02999999999999997,0.0
421591,0.09764843255964298,0.002631467555999273,29.76357919872645,7.115777659856726,0.3622127885380737,120.0,0.025491019864483034,0.0017246556442600614,0.014427736906685367,0.0,29.7,7.111,0.32,120.0,29.8,7.122,0.39,120.0,29.77,7.116,0.36,120.0,2.245963090538442e-05,6.932317281369575e-07,4.650947916366375e-06,0.0,0.0799999999999983,-0.001000000000000334,-0.030000000000000027,0.0
425357,0.10065016571654091,0.0030017331568979316,29.805183218268724,7.114134360063728,0.26610727562400427,120.0,0.010144030220222313,0.0015466206839130727,0.031370351930632964,0.0,29.78,7.107,0.21,120.0,29.83,7.119,0.36,120.0,29.81,7.114,0.26,120.0,8.39268511000714e-06,-6.205533130030886e-07,-1.9783127176929117e-05,0.0,0.030000000000001137,-0.0019999999999997797,-0.10999999999999999,0.0
429127,0.10331609382275028,0.0026659281062093726,29.826196286472143,7.114816445623342,0.16816445623342174,120.0,0.010844602287881906,0.0017679812198903087,0.03738357903141437,0.0,29.8,7.11,0.1,120.0,29.85,7.121,0.25,120.0,29.83,7.115,0.17,120.0,9.252072306344366e-06,7.119603600683219e-07,-3.2397447175437916e-05,0.0,0.030000000000001137,0.001000000000000334,-0.14,0.0
432898,0.10728867460836505,0.003972580785614771,29.854584990718642,7.115011402810925,0.08112967382657121,120.0,0.015105513164979613,0.0020539481085607605,0.012611177618607446,0.0,29.82,7.109,0.06,120.0,29.89,7.121,0.11,120.0,29.85,7.115,0.08,120.0,1.3281799369517062e-05,-5.343902802211038e-07,-1.6734301671116112e-06,0.0,0.030000000000001137,0.0,-0.05,0.0
436672,0.11060516907655435,0.003316494468189296,29.910304716481185,7.109084525702172,0.02148913619501855,120.0,0.02549665468172952,0.002456622690605672,0.019903231671076847,0.0,29.86,7.103,0.0,120.0,29.96,7.118,0.07,120.0,29.9,7.109,0.02,120.0,2.290752697723447e-05,-1.4386218598234756e-06,-1.644340217915343e-05,0.0,0.08999999999999986,-0.004999999999999893,-0.06,0.0
440449,0.11391396937107218,0.0033088002945178274,29.979722001588563,7.107967434471802,0.018332009531374108,120.0,0.016990214825190916,0.0015914058816320453,0.022838158370736866,0.0,29.94,7.103,0.0,120.0,30.01,7.114,0.07,120.0,29.98,7.108,0.0,120.0,1.4966812083789488e-05,6.057430902664265e-08,1.7271001901133596e-05,0.0,0.03999999999999915,-0.0039999999999995595,0.05,0.0
444228,0.11768350501532122,0.0037695356442490474,30.017883037840694,7.106736438211167,0.01537179147922731,120.0,0.012382473469089062,0.0017129572268961021,0.020951130670733013,0.0,29.99,7.101,0.0,120.0,30.05,7.112,0.07,120.0,30.02,7.107,0.0,120.0,1.0563377815407403e-05,-7.016680834024639e-07,-1.5643868198546464e-05,0.0,0.029999999999997584,-0.0030000000000001137,-0.05,0.0
448002,0.12097936310902173,0.0032958580937005044,30.053060413354533,7.103635400105988,0.0,120.0,0.007050464149759575,0.001756160678924037,0.0,0.0,30.03,7.098,0.0,120.0,30.07,7.109,0.0,120.0,30.05,7.104,0.0,120.0,2.0393644174283237e-06,-5.489786913349901e-07,0.0,0.0,0.010000000000001563,0.0,0.0,0.0
451775,0.12453861816955682,0.003559255060535088,30.012491386164854,7.103410548635038,0.0,120.0,0.01572548311523141,0.0018566795071414818,0.0,0.0,29.98,7.097,0.0,120.0,30.05,7.112,0.0,120.0,30.01,7.103,0.0,120.0,-1.3875767275749148e-05,2.441527089562453e-07,0.0,0.0,-0.07000000000000028,0.001000000000000334,0.0,0.0
455547,0.128350417488266,0.0038117993187091886,29.952062566277835,7.105115853658536,0.0,120.0,0.013594822847784172,0.001541984858364684,0.0,0.0,29.92,7.1,0.0,120.0,29.98,7.11,0.0,120.0,29.95,7.105,0.0,120.0,-1.1841936533527169e-05,6.785822958950209e-07,0.0,0.0,-0.03999999999999915,0.0019999999999997797,0.0,0.0
459315,0.12974329758124756,0.0013928800929815521,29.807860934182592,7.1097300955414005,0.0,21.178343949044585,0.0896146354422968,0.002448541667119693,0.0,45.754066528488465,29.65,7.103,0.0,0.0,29.93,7.116,0.0,120.0,29.81,7.11,0.0,0.0,-8.160959821609637e-05,1.307496697761202e-06,0.0,-0.027771751179269673,-0.2700000000000031,0.006000000000000227,0.0,-120.0
463079,0.1335491289877908,0.003805831406543253,29.546506376195538,7.1132739107332625,0.0,0.0,0.05192483899179687,0.0015765183329773398,0.0,0.0,29.46,7.108,0.0,0.0,29.65,7.118,0.0,0.0,29.54,7.113,0.0,0.0,-4.743767366743538e-05,1.9037536646038677e-07,0.0,0.0,-0.17999999999999972,-0.001000000000000334,0.0,0.0
463080,0.1335491289877908,0.0,29.47,7.111,0.0,0.0,,,,,29.47,7.111,0.0,0.0,29.47,7.111,0.0,0.0,29.47,7.111,0.0,0.0,,,,,,,,
466845,0.1362681625985873,0.0027190336107964785,29.40860026560425,7.113219123505976,0.0,0.0,0.028943142069074224,0.0015114004515917,0.0,0.0,29.35,7.109,0.0,0.0,29.47,7.119,0.0,0.0,29.41,7.113,0.0,0.0,-2.6193795338589585e-05,-1.4530419568059908e-07,0.0,0.0,-0.10999999999999943,0.004000000000000448,0.0,0.0
470612,0.13784461441310586,0.0015764518145185702,29.324783647464823,7.110681178656756,0.0,0.0,0.01552753257409492,0.0018596603404175502,0.0,0.0,29.28,7.104,0.0,0.0,29.36,7.116,0.0,0.0,29.33,7.111,0.0,0.0,-1.3682431440890438e-05,-5.604260730915428e-07,0.0,0.0,-0.07000000000000028,-0.0039999999999995595,0.0,0.0
474377,0.13977919252942328,0.0019345781163174203,29.280371845949524,7.109444887118193,0.0,0.0,0.003213919962880445,0.0016808142602078976,0.0,0.0,29.27,7.104,0.0,0.0,29.29,7.116,0.0,0.0,29.28,7.109,0.0,0.0,7.023533410303536e-07,-5.412024063002918e-07,0.0,0.0,-0.00999999999999801,0.001000000000000334,0.0,0.0
478140,0.14202352212388988,0.002244329594466604,29.281195854371504,7.107619718309858,0.0,0.0,0.003646335372704199,0.0016761149178417935,0.0,0.0,29.27,7.102,0.0,0.0,29.29,7.114,0.0,0.0,29.28,7.108,0.0,0.0,1.0208331390095557e-07,-1.5161204159464702e-07,0.0,0.0,-0.010000000000001563,-0.002000000000000668,0.0,0.0
481905,0.14504601198843,0.0030224898645401232,29.268029216467458,7.1060796812749,0.0,0.0,0.0058491664980338245,0.0016275144543212879,0.0,0.0,29.25,7.1,0.0,0.0,29.28,7.112,0.0,0.0,29.27,7.106,0.0,0.0,-3.6997834365183365e-06,-5.475970437554818e-07,0.0,0.0,-0.019999999999999574,-0.0029999999999992255,0.0,0.0
485674,0.14846715215282136,0.003421140164391351,29.245744229238525,7.10409339347307,0.0,0.0,0.004982385027164037,0.001823059819794686,0.0,0.0,29.23,7.097,0.0,0.0,29.26,7.109,0.0,0.0,29.25,7.104,0.0,0.0,-2.5207933388449957e-06,1.7033230643609848e-07,0.0,0.0,-0.019999999999999574,-0.002000000000000668,0.0,0.0
489438,0.15014274952755147,0.001675597374730109,29.229779489904363,7.102882837407014,0.0,0.0,0.0037711922795457546,0.001487241452148931,0.0,0.0,29.22,7.098,0.0,0.0,29.24,7.108,0.0,0.0,29.23,7.103,0.0,0.0,-8.997197756326081e-07,-2.639068420927996e-07,0.0,0.0,-0.010000000000001563,-0.0009999999999994458,0.0,0.0
493205,0.1526955665474471,0.0025528170198956257,29.22086275550837,7.101563047517919,0.0,0.0,0.0031888699079639796,0.0014666387645446875,0.0,0.0,29.2,7.096,0.0,0.0,29.23,7.107,0.0,0.0,29.22,7.101,0.0,0.0,-1.0086500178686674e-07,-3.3021249880564406e-07,0.0,0.0,0.0,-0.001000000000000334,0.0,0.0
496972,0.15453344843773145,0.0018378818902843597,29.20964958853198,7.098775152641359,0.0,0.0,0.0035900322582166633,0.0017670010453963607,0.0,0.0,29.19,7.093,0.0,0.0,29.22,7.104,0.0,0.0,29.21,7.099,0.0,0.0,6.308131468996616e-10,-7.746412382226138e-07,0.0,0.0,-0.010000000000001563,-0.0030000000000001137,0.0,0.0
500733,0.157424242619533,0.002890794181801548,29.1402127093858,7.0973852698750335,0.0,0.0,0.06531761564001423,0.0020673978885404655,0.0,0.0,28.97,7.091,0.0,0.0,29.21,7.104,0.0,0.0,29.17,7.097,0.0,0.0,-5.5821626499039204e-05,-1.047433483858104e-06,0.0,0.0,-0.21000000000000085,-0.0030000000000001137,0.0,0.0
504489,0.1589874138763461,0.0015631712568131007,28.937776890308843,7.0982779552715645,0.0,103.99361022364218,0.007318819731214111,0.0023003395046413966,0.0,40.80447955437197,28.9,7.092,0.0,0.0,28.98,7.105,0.0,120.0,28.94,7.098,0.0,120.0,-1.373393133051895e-06,-4.700053278917003e-07,0.0,0.022158711095330852,-0.07000000000000028,0.0,0.0,120.0
